LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER,Years as Customers,STORE_NBR
123174,MIDAGE SINGLES/COUPLES,Budget,2,123
123175,YOUNG SINGLES/COUPLES,Budget,4,123
123176,YOUNG SINGLES/COUPLES,Mainstream,10,123
123177,YOUNG SINGLES/COUPLES,Budget,5,123
123178,MIDAGE SINGLES/COUPLES,Premium,5,123
123179,RETIREES,Premium,12,123
123180,MIDAGE SINGLES/COUPLES,Mainstream,11,123
123181,RETIREES,Premium,9,123
123182,OLDER FAMILIES,Budget,12,123
123183,YOUNG SINGLES/COUPLES,Mainstream,7,123
123184,OLDER FAMILIES,Mainstream,14,123
123185,RETIREES,Mainstream,4,123
123186,RETIREES,Mainstream,2,123
123187,YOUNG SINGLES/COUPLES,Mainstream,4,123
123188,OLDER FAMILIES,Budget,3,123
123189,OLDER SINGLES/COUPLES,Mainstream,10,123
123190,RETIREES,Premium,15,123
123191,OLDER FAMILIES,Budget,9,123
123192,OLDER SINGLES/COUPLES,Mainstream,4,123
123193,RETIREES,Premium,2,123
123194,RETIREES,Premium,8,123
123195,OLDER FAMILIES,Budget,3,123
123196,RETIREES,Mainstream,8,123
123197,RETIREES,Premium,5,123
123198,YOUNG SINGLES/COUPLES,Mainstream,1,123
123199,OLDER FAMILIES,Budget,5,123
123201,YOUNG FAMILIES,Premium,7,123
123203,YOUNG FAMILIES,Budget,9,123
123204,YOUNG SINGLES/COUPLES,Mainstream,7,123
123205,YOUNG SINGLES/COUPLES,Mainstream,7,123
123206,MIDAGE SINGLES/COUPLES,Premium,4,123
123208,YOUNG SINGLES/COUPLES,Premium,6,123
123209,OLDER SINGLES/COUPLES,Budget,9,123
123210,RETIREES,Premium,10,123
123211,RETIREES,Premium,2,123
123212,RETIREES,Premium,11,123
123213,RETIREES,Mainstream,6,123
123214,RETIREES,Mainstream,5,123
123215,YOUNG FAMILIES,Budget,9,123
123216,RETIREES,Mainstream,3,123
123217,OLDER SINGLES/COUPLES,Budget,6,123
123218,RETIREES,Budget,5,123
123219,RETIREES,Budget,2,123
123220,RETIREES,Premium,8,123
123221,YOUNG FAMILIES,Premium,2,123
123222,MIDAGE SINGLES/COUPLES,Mainstream,3,123
123223,YOUNG FAMILIES,Budget,2,123
123224,RETIREES,Mainstream,7,123
123225,OLDER SINGLES/COUPLES,Premium,1,123
123226,YOUNG FAMILIES,Mainstream,2,123
123227,MIDAGE SINGLES/COUPLES,Mainstream,9,123
123228,OLDER SINGLES/COUPLES,Mainstream,4,123
123229,YOUNG FAMILIES,Premium,10,123
123230,MIDAGE SINGLES/COUPLES,Budget,9,123
123231,YOUNG FAMILIES,Budget,6,123
123232,YOUNG FAMILIES,Premium,6,123
123233,OLDER SINGLES/COUPLES,Budget,11,123
123234,OLDER FAMILIES,Budget,3,123
123235,OLDER SINGLES/COUPLES,Premium,6,123
123236,YOUNG SINGLES/COUPLES,Mainstream,9,123
123237,YOUNG SINGLES/COUPLES,Mainstream,10,123
123238,OLDER SINGLES/COUPLES,Mainstream,8,123
123239,RETIREES,Premium,6,123
123240,OLDER FAMILIES,Budget,13,123
123241,OLDER SINGLES/COUPLES,Premium,13,123
123242,RETIREES,Mainstream,7,123
123243,MIDAGE SINGLES/COUPLES,Premium,12,123
123244,YOUNG SINGLES/COUPLES,Mainstream,8,123
123245,OLDER SINGLES/COUPLES,Mainstream,3,123
123246,YOUNG SINGLES/COUPLES,Premium,7,123
123247,OLDER SINGLES/COUPLES,Mainstream,4,123
123248,OLDER SINGLES/COUPLES,Mainstream,8,123
123249,OLDER SINGLES/COUPLES,Budget,13,123
123250,YOUNG SINGLES/COUPLES,Budget,8,123
123251,OLDER FAMILIES,Mainstream,7,123
123252,YOUNG FAMILIES,Budget,10,123
123253,MIDAGE SINGLES/COUPLES,Mainstream,4,123
123254,OLDER FAMILIES,Mainstream,12,123
123255,OLDER SINGLES/COUPLES,Mainstream,1,123
123256,RETIREES,Mainstream,3,123
123257,YOUNG FAMILIES,Mainstream,1,123
123258,OLDER FAMILIES,Mainstream,5,123
123259,OLDER FAMILIES,Premium,10,123
123260,YOUNG SINGLES/COUPLES,Mainstream,2,123
123261,MIDAGE SINGLES/COUPLES,Mainstream,3,123
123262,RETIREES,Mainstream,2,123
123263,OLDER SINGLES/COUPLES,Budget,13,123
123264,RETIREES,Budget,15,123
123265,YOUNG SINGLES/COUPLES,Premium,2,123
123266,MIDAGE SINGLES/COUPLES,Mainstream,2,123
123267,RETIREES,Mainstream,5,123
123268,OLDER SINGLES/COUPLES,Premium,14,123
123269,OLDER FAMILIES,Budget,3,123
123270,YOUNG SINGLES/COUPLES,Mainstream,6,123
123271,YOUNG SINGLES/COUPLES,Budget,6,123
123272,OLDER SINGLES/COUPLES,Mainstream,9,123
123273,YOUNG SINGLES/COUPLES,Mainstream,7,123
123274,MIDAGE SINGLES/COUPLES,Mainstream,10,123
123275,MIDAGE SINGLES/COUPLES,Mainstream,3,123
123276,NEW FAMILIES,Mainstream,12,123
123277,RETIREES,Premium,6,123
123278,YOUNG FAMILIES,Budget,4,123
123279,NEW FAMILIES,Mainstream,3,123
123280,RETIREES,Budget,9,123
123281,YOUNG FAMILIES,Budget,5,123
123282,OLDER FAMILIES,Budget,4,123
123283,RETIREES,Premium,14,123
123284,YOUNG SINGLES/COUPLES,Mainstream,10,123
123285,YOUNG FAMILIES,Budget,5,123
123286,OLDER SINGLES/COUPLES,Budget,2,123
123287,OLDER SINGLES/COUPLES,Premium,9,123
123288,YOUNG SINGLES/COUPLES,Premium,4,123
123289,MIDAGE SINGLES/COUPLES,Mainstream,10,123
123290,YOUNG SINGLES/COUPLES,Budget,1,123
123291,OLDER SINGLES/COUPLES,Mainstream,6,123
123292,YOUNG SINGLES/COUPLES,Budget,10,123
123293,OLDER FAMILIES,Mainstream,1,123
123294,OLDER SINGLES/COUPLES,Mainstream,5,123
123295,YOUNG SINGLES/COUPLES,Mainstream,4,123
123296,YOUNG SINGLES/COUPLES,Premium,8,123
123297,RETIREES,Mainstream,11,123
123298,OLDER FAMILIES,Budget,5,123
123299,OLDER SINGLES/COUPLES,Budget,6,123
123300,RETIREES,Budget,12,123
123301,OLDER SINGLES/COUPLES,Premium,7,123
123302,YOUNG FAMILIES,Budget,4,123
123303,RETIREES,Budget,8,123
123304,OLDER SINGLES/COUPLES,Budget,3,123
123305,OLDER SINGLES/COUPLES,Premium,5,123
123306,OLDER SINGLES/COUPLES,Premium,5,123
123307,YOUNG SINGLES/COUPLES,Mainstream,3,123
123308,YOUNG SINGLES/COUPLES,Mainstream,8,123
123309,OLDER SINGLES/COUPLES,Budget,3,123
123310,OLDER SINGLES/COUPLES,Mainstream,9,123
123311,NEW FAMILIES,Mainstream,6,123
123312,YOUNG FAMILIES,Premium,3,123
123313,RETIREES,Premium,12,123
123314,OLDER SINGLES/COUPLES,Budget,9,123
123315,RETIREES,Premium,4,123
123316,RETIREES,Mainstream,14,123
123317,RETIREES,Mainstream,13,123
123318,RETIREES,Premium,10,123
123319,RETIREES,Mainstream,12,123
123320,YOUNG FAMILIES,Budget,4,123
123322,YOUNG SINGLES/COUPLES,Mainstream,7,123
123323,OLDER FAMILIES,Budget,15,123
123324,OLDER SINGLES/COUPLES,Budget,2,123
123325,OLDER SINGLES/COUPLES,Budget,11,123
123326,YOUNG SINGLES/COUPLES,Mainstream,5,123
123327,OLDER SINGLES/COUPLES,Premium,2,123
123328,RETIREES,Budget,15,123
123329,YOUNG SINGLES/COUPLES,Mainstream,8,123
123330,NEW FAMILIES,Budget,2,123
123331,RETIREES,Mainstream,1,123
123332,RETIREES,Budget,2,123
123333,OLDER FAMILIES,Budget,8,123
123334,MIDAGE SINGLES/COUPLES,Budget,13,123
123335,MIDAGE SINGLES/COUPLES,Mainstream,1,123
123336,OLDER FAMILIES,Budget,12,123
123337,RETIREES,Premium,11,123
123338,RETIREES,Mainstream,10,123
123339,OLDER SINGLES/COUPLES,Mainstream,10,123
123340,YOUNG SINGLES/COUPLES,Budget,2,123
123341,MIDAGE SINGLES/COUPLES,Budget,6,123
123342,RETIREES,Mainstream,3,123
123343,OLDER SINGLES/COUPLES,Budget,15,123
123344,OLDER FAMILIES,Budget,15,123
123345,RETIREES,Mainstream,14,123
123346,OLDER FAMILIES,Premium,9,123
123347,OLDER SINGLES/COUPLES,Premium,14,123
123348,YOUNG SINGLES/COUPLES,Mainstream,4,123
123349,NEW FAMILIES,Budget,8,123
123350,YOUNG SINGLES/COUPLES,Mainstream,3,123
123351,OLDER SINGLES/COUPLES,Budget,3,123
123352,MIDAGE SINGLES/COUPLES,Premium,4,123
123353,YOUNG FAMILIES,Mainstream,2,123
123354,RETIREES,Premium,14,123
123355,YOUNG FAMILIES,Mainstream,10,123
123356,MIDAGE SINGLES/COUPLES,Premium,12,123
123358,YOUNG SINGLES/COUPLES,Mainstream,1,123
123359,OLDER SINGLES/COUPLES,Mainstream,15,123
123360,OLDER SINGLES/COUPLES,Premium,3,123
123361,OLDER SINGLES/COUPLES,Mainstream,14,123
123362,YOUNG SINGLES/COUPLES,Premium,5,123
123363,RETIREES,Budget,5,123
123364,OLDER SINGLES/COUPLES,Mainstream,11,123
123365,RETIREES,Premium,4,123
123366,YOUNG SINGLES/COUPLES,Mainstream,1,123
123367,RETIREES,Mainstream,5,123
123368,MIDAGE SINGLES/COUPLES,Mainstream,10,123
123369,RETIREES,Premium,5,123
123370,YOUNG FAMILIES,Budget,8,123
123372,OLDER SINGLES/COUPLES,Budget,9,123
123373,OLDER SINGLES/COUPLES,Mainstream,13,123
123374,YOUNG SINGLES/COUPLES,Premium,5,123
123375,RETIREES,Mainstream,9,123
123376,OLDER FAMILIES,Premium,9,123
123377,MIDAGE SINGLES/COUPLES,Mainstream,4,123
123378,YOUNG SINGLES/COUPLES,Mainstream,9,123
123379,YOUNG FAMILIES,Mainstream,6,123
123380,YOUNG SINGLES/COUPLES,Mainstream,8,123
123381,YOUNG SINGLES/COUPLES,Mainstream,2,123
123382,OLDER FAMILIES,Budget,12,123
123383,YOUNG SINGLES/COUPLES,Mainstream,2,123
123384,OLDER FAMILIES,Premium,4,123
123385,RETIREES,Budget,3,123
123386,YOUNG FAMILIES,Mainstream,1,123
123387,RETIREES,Budget,3,123
123388,RETIREES,Premium,14,123
123389,YOUNG SINGLES/COUPLES,Mainstream,1,123
123390,MIDAGE SINGLES/COUPLES,Mainstream,1,123
123391,MIDAGE SINGLES/COUPLES,Mainstream,1,123
123392,YOUNG FAMILIES,Premium,5,123
123393,YOUNG FAMILIES,Premium,7,123
123394,OLDER FAMILIES,Mainstream,10,123
123395,RETIREES,Mainstream,12,123
123396,YOUNG SINGLES/COUPLES,Mainstream,10,123
123397,YOUNG SINGLES/COUPLES,Mainstream,8,123
123398,YOUNG SINGLES/COUPLES,Premium,3,123
123399,OLDER FAMILIES,Budget,5,123
123400,RETIREES,Mainstream,4,123
123401,RETIREES,Mainstream,13,123
123402,RETIREES,Budget,11,123
124000,RETIREES,Mainstream,14,124
124002,YOUNG SINGLES/COUPLES,Mainstream,7,124
124004,RETIREES,Budget,4,124
124005,YOUNG FAMILIES,Premium,9,124
124006,OLDER FAMILIES,Mainstream,12,124
124007,YOUNG SINGLES/COUPLES,Budget,1,124
124009,MIDAGE SINGLES/COUPLES,Mainstream,11,124
124010,MIDAGE SINGLES/COUPLES,Mainstream,9,124
124011,YOUNG SINGLES/COUPLES,Mainstream,6,124
124012,YOUNG SINGLES/COUPLES,Budget,7,124
124013,OLDER SINGLES/COUPLES,Budget,14,124
124014,RETIREES,Budget,1,124
124015,YOUNG SINGLES/COUPLES,Mainstream,9,124
124017,NEW FAMILIES,Mainstream,13,124
124018,MIDAGE SINGLES/COUPLES,Premium,15,124
124020,YOUNG SINGLES/COUPLES,Budget,5,124
124021,YOUNG FAMILIES,Premium,4,124
124022,RETIREES,Budget,13,124
124025,RETIREES,Budget,15,124
124026,OLDER SINGLES/COUPLES,Mainstream,4,124
124027,OLDER SINGLES/COUPLES,Budget,11,124
124030,OLDER SINGLES/COUPLES,Budget,6,124
124031,MIDAGE SINGLES/COUPLES,Premium,6,124
124033,MIDAGE SINGLES/COUPLES,Premium,4,124
124034,MIDAGE SINGLES/COUPLES,Budget,4,124
124035,RETIREES,Mainstream,1,124
124040,RETIREES,Mainstream,8,124
124041,RETIREES,Premium,6,124
124043,NEW FAMILIES,Budget,4,124
124044,NEW FAMILIES,Mainstream,10,124
124045,MIDAGE SINGLES/COUPLES,Mainstream,8,124
124047,YOUNG SINGLES/COUPLES,Budget,4,124
124048,OLDER SINGLES/COUPLES,Budget,14,124
124049,YOUNG FAMILIES,Premium,9,124
124050,OLDER FAMILIES,Premium,7,124
124052,YOUNG SINGLES/COUPLES,Mainstream,3,124
124053,NEW FAMILIES,Budget,11,124
124054,YOUNG SINGLES/COUPLES,Budget,1,124
124055,OLDER FAMILIES,Budget,14,124
124058,OLDER FAMILIES,Premium,5,124
124061,OLDER SINGLES/COUPLES,Premium,6,124
124062,NEW FAMILIES,Mainstream,9,124
124063,RETIREES,Mainstream,10,124
124064,YOUNG FAMILIES,Premium,3,124
124065,YOUNG SINGLES/COUPLES,Premium,10,124
124066,OLDER FAMILIES,Mainstream,15,124
124069,YOUNG SINGLES/COUPLES,Mainstream,4,124
124070,RETIREES,Mainstream,5,124
124071,MIDAGE SINGLES/COUPLES,Mainstream,7,124
124074,OLDER FAMILIES,Premium,2,124
124075,RETIREES,Premium,14,124
124076,YOUNG SINGLES/COUPLES,Mainstream,4,124
124077,OLDER SINGLES/COUPLES,Budget,15,124
124078,OLDER SINGLES/COUPLES,Budget,11,124
124079,YOUNG FAMILIES,Budget,9,124
124080,MIDAGE SINGLES/COUPLES,Premium,15,124
124081,OLDER SINGLES/COUPLES,Mainstream,9,124
124082,OLDER SINGLES/COUPLES,Mainstream,1,124
124084,NEW FAMILIES,Budget,2,124
124085,OLDER SINGLES/COUPLES,Mainstream,11,124
124087,YOUNG SINGLES/COUPLES,Mainstream,9,124
124088,OLDER SINGLES/COUPLES,Mainstream,6,124
124090,OLDER FAMILIES,Mainstream,11,124
124091,RETIREES,Mainstream,15,124
124092,OLDER SINGLES/COUPLES,Premium,15,124
124096,YOUNG SINGLES/COUPLES,Budget,9,124
124097,YOUNG SINGLES/COUPLES,Mainstream,9,124
124098,YOUNG SINGLES/COUPLES,Budget,3,124
124099,OLDER FAMILIES,Budget,2,124
124100,OLDER SINGLES/COUPLES,Budget,15,124
124107,YOUNG FAMILIES,Premium,5,124
124108,RETIREES,Premium,12,124
124109,OLDER SINGLES/COUPLES,Budget,9,124
124110,OLDER FAMILIES,Mainstream,6,124
124111,MIDAGE SINGLES/COUPLES,Premium,15,124
124112,RETIREES,Mainstream,3,124
124113,YOUNG FAMILIES,Budget,1,124
124114,RETIREES,Budget,2,124
124115,OLDER SINGLES/COUPLES,Budget,8,124
124120,YOUNG FAMILIES,Premium,6,124
124121,OLDER SINGLES/COUPLES,Premium,13,124
124122,MIDAGE SINGLES/COUPLES,Premium,1,124
124124,OLDER SINGLES/COUPLES,Budget,15,124
124126,YOUNG SINGLES/COUPLES,Mainstream,2,124
124128,MIDAGE SINGLES/COUPLES,Budget,11,124
124131,RETIREES,Mainstream,3,124
124132,RETIREES,Mainstream,15,124
124135,MIDAGE SINGLES/COUPLES,Budget,8,124
124136,OLDER SINGLES/COUPLES,Mainstream,5,124
124137,YOUNG FAMILIES,Premium,3,124
124138,YOUNG SINGLES/COUPLES,Budget,1,124
124139,YOUNG SINGLES/COUPLES,Mainstream,5,124
124140,YOUNG SINGLES/COUPLES,Budget,1,124
124143,RETIREES,Budget,5,124
124144,NEW FAMILIES,Budget,12,124
124145,OLDER SINGLES/COUPLES,Mainstream,14,124
124146,YOUNG SINGLES/COUPLES,Budget,6,124
124149,RETIREES,Budget,8,124
124150,RETIREES,Premium,3,124
124151,OLDER SINGLES/COUPLES,Premium,6,124
124152,YOUNG SINGLES/COUPLES,Premium,7,124
124153,RETIREES,Budget,12,124
124154,YOUNG SINGLES/COUPLES,Mainstream,2,124
124156,MIDAGE SINGLES/COUPLES,Premium,6,124
124159,YOUNG SINGLES/COUPLES,Mainstream,5,124
124160,RETIREES,Mainstream,9,124
124161,OLDER SINGLES/COUPLES,Budget,11,124
124163,MIDAGE SINGLES/COUPLES,Mainstream,14,124
124164,MIDAGE SINGLES/COUPLES,Mainstream,3,124
124165,RETIREES,Mainstream,3,124
124167,MIDAGE SINGLES/COUPLES,Budget,12,124
124168,YOUNG SINGLES/COUPLES,Budget,2,124
124169,RETIREES,Budget,6,124
124170,OLDER FAMILIES,Mainstream,2,124
124171,YOUNG FAMILIES,Premium,6,124
124174,RETIREES,Mainstream,12,124
124175,YOUNG SINGLES/COUPLES,Mainstream,4,124
124176,OLDER SINGLES/COUPLES,Mainstream,11,124
124177,OLDER FAMILIES,Mainstream,9,124
124180,NEW FAMILIES,Budget,7,124
124181,RETIREES,Budget,6,124
124182,RETIREES,Budget,9,124
124184,YOUNG SINGLES/COUPLES,Budget,2,124
124185,RETIREES,Budget,4,124
124188,RETIREES,Mainstream,6,124
124189,YOUNG SINGLES/COUPLES,Mainstream,3,124
124190,OLDER SINGLES/COUPLES,Mainstream,15,124
124194,MIDAGE SINGLES/COUPLES,Premium,8,124
124196,YOUNG SINGLES/COUPLES,Mainstream,6,124
124198,YOUNG SINGLES/COUPLES,Premium,3,124
124199,OLDER SINGLES/COUPLES,Premium,10,124
124200,MIDAGE SINGLES/COUPLES,Premium,2,124
124203,YOUNG SINGLES/COUPLES,Budget,1,124
124204,OLDER SINGLES/COUPLES,Mainstream,2,124
124206,MIDAGE SINGLES/COUPLES,Premium,15,124
124208,RETIREES,Budget,15,124
124209,YOUNG SINGLES/COUPLES,Premium,8,124
124210,YOUNG SINGLES/COUPLES,Budget,6,124
124211,YOUNG FAMILIES,Budget,10,124
124212,RETIREES,Budget,7,124
124213,YOUNG FAMILIES,Premium,3,124
124214,RETIREES,Budget,11,124
124215,MIDAGE SINGLES/COUPLES,Mainstream,4,124
124216,OLDER SINGLES/COUPLES,Premium,1,124
124217,RETIREES,Premium,4,124
124218,OLDER FAMILIES,Premium,3,124
124220,YOUNG FAMILIES,Premium,2,124
124221,YOUNG SINGLES/COUPLES,Budget,2,124
124222,OLDER SINGLES/COUPLES,Budget,15,124
124223,OLDER SINGLES/COUPLES,Mainstream,1,124
124224,YOUNG SINGLES/COUPLES,Budget,2,124
124226,OLDER SINGLES/COUPLES,Premium,5,124
124228,YOUNG SINGLES/COUPLES,Budget,9,124
124229,OLDER SINGLES/COUPLES,Budget,9,124
124230,YOUNG SINGLES/COUPLES,Mainstream,2,124
124231,OLDER SINGLES/COUPLES,Mainstream,11,124
124232,RETIREES,Premium,10,124
124233,YOUNG SINGLES/COUPLES,Premium,7,124
124235,OLDER SINGLES/COUPLES,Premium,1,124
124236,OLDER FAMILIES,Budget,11,124
124237,YOUNG SINGLES/COUPLES,Mainstream,6,124
124238,RETIREES,Mainstream,14,124
124239,OLDER SINGLES/COUPLES,Mainstream,9,124
124240,NEW FAMILIES,Mainstream,7,124
124241,YOUNG FAMILIES,Budget,4,124
124242,RETIREES,Budget,15,124
124243,OLDER SINGLES/COUPLES,Budget,4,124
124244,YOUNG FAMILIES,Premium,4,124
124247,YOUNG SINGLES/COUPLES,Premium,6,124
124249,NEW FAMILIES,Mainstream,10,124
124251,RETIREES,Mainstream,1,124
124255,YOUNG FAMILIES,Premium,1,124
124257,YOUNG SINGLES/COUPLES,Mainstream,10,124
124258,RETIREES,Mainstream,1,124
124259,RETIREES,Budget,9,124
124262,RETIREES,Premium,15,124
124263,YOUNG SINGLES/COUPLES,Mainstream,7,124
124264,YOUNG SINGLES/COUPLES,Premium,8,124
124265,OLDER FAMILIES,Budget,10,124
124266,YOUNG SINGLES/COUPLES,Mainstream,5,124
124267,YOUNG SINGLES/COUPLES,Budget,2,124
124269,OLDER FAMILIES,Budget,1,124
124270,MIDAGE SINGLES/COUPLES,Budget,15,124
124271,OLDER SINGLES/COUPLES,Mainstream,15,124
124272,RETIREES,Budget,13,124
124273,RETIREES,Mainstream,11,124
124274,OLDER FAMILIES,Premium,7,124
124275,YOUNG FAMILIES,Premium,5,124
124276,OLDER SINGLES/COUPLES,Budget,2,124
124277,OLDER FAMILIES,Mainstream,4,124
124278,YOUNG FAMILIES,Mainstream,6,124
124279,OLDER FAMILIES,Budget,7,124
124281,OLDER SINGLES/COUPLES,Mainstream,10,124
124282,RETIREES,Premium,13,124
124283,MIDAGE SINGLES/COUPLES,Budget,15,124
124285,OLDER SINGLES/COUPLES,Budget,12,124
124287,OLDER FAMILIES,Budget,12,124
124288,YOUNG SINGLES/COUPLES,Mainstream,10,124
124289,YOUNG SINGLES/COUPLES,Budget,10,124
124292,YOUNG SINGLES/COUPLES,Mainstream,7,124
124293,OLDER FAMILIES,Budget,14,124
124294,OLDER FAMILIES,Mainstream,6,124
124295,MIDAGE SINGLES/COUPLES,Mainstream,15,124
124298,YOUNG SINGLES/COUPLES,Mainstream,8,124
124299,RETIREES,Mainstream,13,124
124300,YOUNG SINGLES/COUPLES,Budget,10,124
124301,YOUNG SINGLES/COUPLES,Mainstream,9,124
124303,YOUNG SINGLES/COUPLES,Premium,8,124
124304,OLDER FAMILIES,Mainstream,6,124
124310,YOUNG SINGLES/COUPLES,Budget,5,124
124311,MIDAGE SINGLES/COUPLES,Mainstream,2,124
124314,OLDER SINGLES/COUPLES,Mainstream,2,124
124315,OLDER FAMILIES,Premium,11,124
124316,MIDAGE SINGLES/COUPLES,Budget,13,124
124319,YOUNG FAMILIES,Mainstream,3,124
124321,RETIREES,Premium,15,124
124322,NEW FAMILIES,Budget,12,124
124324,OLDER SINGLES/COUPLES,Mainstream,2,124
124329,MIDAGE SINGLES/COUPLES,Premium,2,124
124330,OLDER SINGLES/COUPLES,Premium,15,124
124331,RETIREES,Mainstream,14,124
124332,YOUNG FAMILIES,Budget,4,124
124334,YOUNG SINGLES/COUPLES,Premium,10,124
124335,YOUNG FAMILIES,Budget,1,124
124336,YOUNG FAMILIES,Premium,5,124
124339,RETIREES,Mainstream,4,124
124340,YOUNG SINGLES/COUPLES,Budget,2,124
124342,OLDER SINGLES/COUPLES,Mainstream,11,124
124344,OLDER SINGLES/COUPLES,Budget,15,124
124345,OLDER SINGLES/COUPLES,Mainstream,10,124
124346,YOUNG SINGLES/COUPLES,Budget,9,124
124348,OLDER SINGLES/COUPLES,Mainstream,14,124
124350,OLDER SINGLES/COUPLES,Budget,14,124
124351,RETIREES,Budget,8,124
124353,YOUNG SINGLES/COUPLES,Budget,9,124
124354,MIDAGE SINGLES/COUPLES,Premium,2,124
124355,YOUNG FAMILIES,Budget,6,124
124357,YOUNG SINGLES/COUPLES,Mainstream,6,124
124359,RETIREES,Premium,1,124
124361,YOUNG SINGLES/COUPLES,Premium,3,124
124362,YOUNG SINGLES/COUPLES,Budget,4,124
124363,YOUNG SINGLES/COUPLES,Mainstream,9,124
124365,RETIREES,Budget,10,124
124366,RETIREES,Mainstream,3,124
124369,YOUNG FAMILIES,Budget,10,124
124370,RETIREES,Budget,11,124
124371,YOUNG SINGLES/COUPLES,Premium,8,124
124372,YOUNG FAMILIES,Budget,1,124
124374,YOUNG SINGLES/COUPLES,Premium,1,124
124376,RETIREES,Mainstream,15,124
124377,MIDAGE SINGLES/COUPLES,Premium,11,124
124379,YOUNG SINGLES/COUPLES,Premium,7,124
124381,YOUNG SINGLES/COUPLES,Mainstream,1,124
124382,RETIREES,Mainstream,3,124
124384,OLDER SINGLES/COUPLES,Premium,13,124
124385,RETIREES,Mainstream,13,124
124386,YOUNG SINGLES/COUPLES,Premium,5,124
124387,YOUNG SINGLES/COUPLES,Premium,7,124
124388,YOUNG SINGLES/COUPLES,Budget,5,124
124389,RETIREES,Budget,11,124
124390,YOUNG SINGLES/COUPLES,Budget,2,124
124393,YOUNG FAMILIES,Premium,10,124
124394,RETIREES,Mainstream,5,124
124396,RETIREES,Budget,12,124
124397,MIDAGE SINGLES/COUPLES,Premium,14,124
124401,MIDAGE SINGLES/COUPLES,Mainstream,14,124
124402,OLDER SINGLES/COUPLES,Budget,15,124
124403,RETIREES,Mainstream,10,124
124405,YOUNG SINGLES/COUPLES,Mainstream,1,124
124407,OLDER SINGLES/COUPLES,Premium,1,124
124409,MIDAGE SINGLES/COUPLES,Mainstream,10,124
124410,OLDER FAMILIES,Mainstream,1,124
124411,MIDAGE SINGLES/COUPLES,Budget,8,124
124412,RETIREES,Budget,5,124
124414,OLDER SINGLES/COUPLES,Mainstream,3,124
124415,YOUNG SINGLES/COUPLES,Mainstream,3,124
124419,OLDER SINGLES/COUPLES,Mainstream,5,124
124423,MIDAGE SINGLES/COUPLES,Premium,1,124
124424,RETIREES,Mainstream,15,124
124425,NEW FAMILIES,Budget,10,124
124428,OLDER SINGLES/COUPLES,Mainstream,3,124
124429,MIDAGE SINGLES/COUPLES,Mainstream,7,124
124433,RETIREES,Mainstream,14,124
124435,OLDER SINGLES/COUPLES,Budget,6,124
124437,YOUNG SINGLES/COUPLES,Premium,9,124
124438,OLDER SINGLES/COUPLES,Premium,11,124
124440,RETIREES,Budget,10,124
124441,RETIREES,Premium,14,124
124442,YOUNG SINGLES/COUPLES,Mainstream,4,124
124443,YOUNG FAMILIES,Premium,9,124
124444,YOUNG FAMILIES,Mainstream,3,124
124445,YOUNG FAMILIES,Premium,2,124
124446,RETIREES,Mainstream,13,124
124447,OLDER SINGLES/COUPLES,Premium,7,124
124448,YOUNG SINGLES/COUPLES,Mainstream,10,124
124451,YOUNG FAMILIES,Mainstream,6,124
124452,MIDAGE SINGLES/COUPLES,Mainstream,2,124
124453,YOUNG SINGLES/COUPLES,Premium,9,124
124456,OLDER SINGLES/COUPLES,Budget,12,124
124457,NEW FAMILIES,Budget,3,124
124458,RETIREES,Premium,7,124
124459,MIDAGE SINGLES/COUPLES,Mainstream,5,124
124460,RETIREES,Mainstream,6,124
124461,YOUNG SINGLES/COUPLES,Premium,6,124
124463,RETIREES,Mainstream,7,124
124465,YOUNG SINGLES/COUPLES,Mainstream,6,124
124468,YOUNG SINGLES/COUPLES,Mainstream,6,124
124469,RETIREES,Budget,2,124
124470,YOUNG SINGLES/COUPLES,Premium,4,124
124471,OLDER SINGLES/COUPLES,Premium,1,124
124474,YOUNG SINGLES/COUPLES,Budget,10,124
124475,YOUNG SINGLES/COUPLES,Budget,8,124
124477,MIDAGE SINGLES/COUPLES,Budget,13,124
124479,YOUNG SINGLES/COUPLES,Mainstream,8,124
124480,YOUNG SINGLES/COUPLES,Budget,4,124
124482,OLDER SINGLES/COUPLES,Budget,14,124
124484,OLDER FAMILIES,Budget,15,124
124485,OLDER SINGLES/COUPLES,Mainstream,13,124
124486,YOUNG SINGLES/COUPLES,Budget,5,124
124488,OLDER SINGLES/COUPLES,Budget,5,124
124490,RETIREES,Budget,2,124
124491,YOUNG FAMILIES,Mainstream,5,124
124492,OLDER SINGLES/COUPLES,Mainstream,8,124
124493,YOUNG SINGLES/COUPLES,Mainstream,9,124
124494,RETIREES,Premium,10,124
124495,YOUNG SINGLES/COUPLES,Premium,4,124
124497,OLDER SINGLES/COUPLES,Budget,12,124
124498,MIDAGE SINGLES/COUPLES,Premium,4,124
124499,OLDER FAMILIES,Premium,11,124
124500,YOUNG SINGLES/COUPLES,Premium,5,124
124502,MIDAGE SINGLES/COUPLES,Mainstream,12,124
124503,MIDAGE SINGLES/COUPLES,Mainstream,5,124
125000,OLDER SINGLES/COUPLES,Budget,5,125
125001,MIDAGE SINGLES/COUPLES,Mainstream,8,125
125002,RETIREES,Mainstream,4,125
125003,RETIREES,Mainstream,2,125
