LYLTY_CARD_NBR,Years as Customers,LIFESTAGE,PREMIUM_CUSTOMER,STORE_NBR
155160, 14,OLDER SINGLES/COUPLES,Budget,155
155161, 13,RETIREES,Budget,155
155162, 2,RETIREES,Mainstream,155
155163, 3,RETIREES,Premium,155
155164, 15,OLDER FAMILIES,Budget,155
155165, 9,YOUNG FAMILIES,Budget,155
155166, 8,YOUNG FAMILIES,Premium,155
155167, 8,OLDER FAMILIES,Mainstream,155
155168, 10,OLDER FAMILIES,Premium,155
155169, 7,OLDER FAMILIES,Budget,155
155170, 9,RETIREES,Mainstream,155
155171, 11,OLDER SINGLES/COUPLES,Budget,155
155172, 6,NEW FAMILIES,Budget,155
155173, 11,OLDER FAMILIES,Budget,155
155174, 4,OLDER SINGLES/COUPLES,Budget,155
155175, 8,OLDER SINGLES/COUPLES,Mainstream,155
155176, 1,YOUNG FAMILIES,Budget,155
155177, 15,MIDAGE SINGLES/COUPLES,Budget,155
155178, 2,YOUNG FAMILIES,Budget,155
155179, 7,RETIREES,Premium,155
155180, 9,OLDER SINGLES/COUPLES,Premium,155
155181, 15,OLDER FAMILIES,Budget,155
155182, 14,OLDER FAMILIES,Budget,155
155183, 13,RETIREES,Mainstream,155
155184, 14,OLDER FAMILIES,Budget,155
155185, 6,YOUNG FAMILIES,Budget,155
155186,9,YOUNG SINGLES/COUPLES,Budget,155
155187, 8,RETIREES,Mainstream,155
155188, 13,OLDER FAMILIES,Budget,155
155189, 1,YOUNG FAMILIES,Budget,155
155190,6,YOUNG SINGLES/COUPLES,Mainstream,155
155191,6,YOUNG SINGLES/COUPLES,Mainstream,155
155192, 7,MIDAGE SINGLES/COUPLES,Premium,155
155193, 2,OLDER SINGLES/COUPLES,Premium,155
155194, 9,RETIREES,Mainstream,155
155195, 14,OLDER SINGLES/COUPLES,Premium,155
155196, 7,OLDER FAMILIES,Mainstream,155
155197, 4,OLDER SINGLES/COUPLES,Budget,155
155198, 4,OLDER SINGLES/COUPLES,Mainstream,155
155199, 6,OLDER FAMILIES,Budget,155
155200, 1,YOUNG FAMILIES,Premium,155
155201, 5,OLDER SINGLES/COUPLES,Budget,155
155202, 9,RETIREES,Budget,155
155203,5,YOUNG SINGLES/COUPLES,Premium,155
155204, 2,OLDER SINGLES/COUPLES,Mainstream,155
155205, 9,MIDAGE SINGLES/COUPLES,Budget,155
155206, 13,MIDAGE SINGLES/COUPLES,Budget,155
155207, 8,YOUNG FAMILIES,Budget,155
155208, 10,RETIREES,Mainstream,155
155209, 15,NEW FAMILIES,Budget,155
155210, 5,OLDER SINGLES/COUPLES,Mainstream,155
155211, 2,YOUNG FAMILIES,Mainstream,155
155212, 11,OLDER FAMILIES,Budget,155
155213, 14,OLDER FAMILIES,Budget,155
155214, 10,YOUNG FAMILIES,Premium,155
155215, 12,RETIREES,Mainstream,155
155216, 14,OLDER FAMILIES,Budget,155
155217, 2,OLDER FAMILIES,Mainstream,155
155218,7,YOUNG SINGLES/COUPLES,Mainstream,155
155219, 2,OLDER SINGLES/COUPLES,Premium,155
155220, 7,MIDAGE SINGLES/COUPLES,Premium,155
155221, 5,YOUNG FAMILIES,Budget,155
155222, 12,RETIREES,Budget,155
155223, 15,OLDER SINGLES/COUPLES,Premium,155
155224, 8,YOUNG FAMILIES,Mainstream,155
155225, 11,OLDER SINGLES/COUPLES,Budget,155
155226, 1,YOUNG FAMILIES,Premium,155
155227,4,YOUNG SINGLES/COUPLES,Premium,155
155228, 4,YOUNG FAMILIES,Mainstream,155
155229, 1,YOUNG FAMILIES,Budget,155
155230, 14,NEW FAMILIES,Budget,155
155231, 3,OLDER FAMILIES,Budget,155
155232, 7,YOUNG FAMILIES,Mainstream,155
155233, 7,MIDAGE SINGLES/COUPLES,Mainstream,155
155234, 3,YOUNG FAMILIES,Budget,155
155235, 2,OLDER FAMILIES,Mainstream,155
155236, 11,OLDER FAMILIES,Mainstream,155
155237, 13,MIDAGE SINGLES/COUPLES,Budget,155
155238, 7,OLDER SINGLES/COUPLES,Mainstream,155
155239, 7,OLDER SINGLES/COUPLES,Premium,155
155240, 15,RETIREES,Mainstream,155
155241, 14,RETIREES,Mainstream,155
155242, 11,OLDER FAMILIES,Budget,155
155243, 4,OLDER FAMILIES,Budget,155
155244, 15,RETIREES,Premium,155
155245,2,YOUNG SINGLES/COUPLES,Mainstream,155
155246, 8,MIDAGE SINGLES/COUPLES,Premium,155
155247, 11,OLDER SINGLES/COUPLES,Budget,155
155248, 10,RETIREES,Premium,155
155249, 9,NEW FAMILIES,Mainstream,155
155300, 11,OLDER SINGLES/COUPLES,Budget,155
155301, 4,RETIREES,Mainstream,155
155302,8,YOUNG SINGLES/COUPLES,Mainstream,155
155303, 7,YOUNG FAMILIES,Mainstream,155
155304, 6,RETIREES,Mainstream,155
155305, 7,OLDER FAMILIES,Budget,155
155306, 6,YOUNG FAMILIES,Mainstream,155
155307, 9,OLDER FAMILIES,Mainstream,155
155310, 6,RETIREES,Budget,86
155311, 1,YOUNG FAMILIES,Budget,86
155316, 13,MIDAGE SINGLES/COUPLES,Budget,155
155318, 13,MIDAGE SINGLES/COUPLES,Budget,155
155319, 11,OLDER SINGLES/COUPLES,Budget,155
155422, 1,OLDER SINGLES/COUPLES,Mainstream,86
155441, 3,YOUNG FAMILIES,Mainstream,86
155454, 3,OLDER SINGLES/COUPLES,Mainstream,86
155475, 4,YOUNG FAMILIES,Mainstream,86
155477, 10,RETIREES,Budget,86
155479, 12,NEW FAMILIES,Mainstream,86
155485, 10,OLDER SINGLES/COUPLES,Mainstream,86
155489, 11,RETIREES,Premium,86
155510, 1,YOUNG FAMILIES,Mainstream,86
156000, 10,OLDER FAMILIES,Budget,156
156001,9,YOUNG SINGLES/COUPLES,Mainstream,156
156002, 8,YOUNG FAMILIES,Budget,156
156003, 5,OLDER SINGLES/COUPLES,Mainstream,156
156004, 8,OLDER FAMILIES,Premium,156
156005, 14,OLDER FAMILIES,Mainstream,156
156006,8,YOUNG SINGLES/COUPLES,Mainstream,156
156007, 14,MIDAGE SINGLES/COUPLES,Mainstream,156
156008, 1,OLDER SINGLES/COUPLES,Premium,156
156009, 2,YOUNG FAMILIES,Budget,156
156010, 1,RETIREES,Mainstream,156
156011, 15,OLDER FAMILIES,Premium,156
156012, 11,RETIREES,Premium,156
156013,10,YOUNG SINGLES/COUPLES,Mainstream,156
156014, 11,MIDAGE SINGLES/COUPLES,Budget,156
156015, 12,RETIREES,Budget,156
156016, 11,OLDER SINGLES/COUPLES,Premium,156
156017, 3,YOUNG FAMILIES,Budget,156
156018, 8,OLDER FAMILIES,Budget,156
156019, 2,OLDER FAMILIES,Budget,156
156020, 2,YOUNG FAMILIES,Premium,156
156021, 3,YOUNG FAMILIES,Budget,156
156022, 12,OLDER SINGLES/COUPLES,Mainstream,156
156023, 3,OLDER FAMILIES,Budget,156
156024, 1,YOUNG FAMILIES,Budget,156
156025, 2,OLDER FAMILIES,Budget,156
156026, 1,RETIREES,Budget,156
156027, 8,YOUNG FAMILIES,Mainstream,156
156028, 13,RETIREES,Premium,156
156029, 7,OLDER FAMILIES,Premium,156
156030,1,YOUNG SINGLES/COUPLES,Mainstream,156
156031, 12,OLDER SINGLES/COUPLES,Budget,156
156032, 5,YOUNG FAMILIES,Budget,156
156033, 4,YOUNG FAMILIES,Budget,156
156034, 14,OLDER FAMILIES,Mainstream,156
156035, 6,OLDER FAMILIES,Premium,156
156036,10,YOUNG SINGLES/COUPLES,Mainstream,156
156037, 13,RETIREES,Mainstream,156
156038, 7,OLDER FAMILIES,Mainstream,156
156039, 2,OLDER SINGLES/COUPLES,Mainstream,156
156040, 3,OLDER FAMILIES,Premium,156
156041, 13,OLDER SINGLES/COUPLES,Mainstream,156
156042, 8,MIDAGE SINGLES/COUPLES,Mainstream,156
156043, 7,OLDER SINGLES/COUPLES,Mainstream,156
156044, 1,OLDER FAMILIES,Premium,156
156045, 6,NEW FAMILIES,Budget,156
156046, 8,RETIREES,Mainstream,156
156047, 10,YOUNG FAMILIES,Budget,156
156048, 3,RETIREES,Budget,156
156049, 13,OLDER SINGLES/COUPLES,Budget,156
156050, 2,YOUNG FAMILIES,Premium,156
156051, 1,YOUNG FAMILIES,Mainstream,156
156052, 4,OLDER FAMILIES,Premium,156
156053, 14,MIDAGE SINGLES/COUPLES,Mainstream,156
156054, 14,MIDAGE SINGLES/COUPLES,Premium,156
156055,9,YOUNG SINGLES/COUPLES,Mainstream,156
156056, 7,YOUNG FAMILIES,Budget,156
156057, 3,RETIREES,Mainstream,156
156058, 13,RETIREES,Mainstream,156
156059, 12,OLDER SINGLES/COUPLES,Mainstream,156
156060, 1,OLDER FAMILIES,Premium,156
156061, 9,YOUNG FAMILIES,Budget,156
156062, 9,YOUNG FAMILIES,Mainstream,156
156063, 3,YOUNG FAMILIES,Mainstream,156
156064, 7,MIDAGE SINGLES/COUPLES,Premium,156
156065, 11,OLDER SINGLES/COUPLES,Mainstream,156
156066, 14,RETIREES,Mainstream,156
156067, 12,OLDER FAMILIES,Budget,156
156068, 2,OLDER FAMILIES,Budget,156
156069, 12,OLDER FAMILIES,Budget,156
156070, 5,YOUNG FAMILIES,Premium,156
156071, 7,YOUNG FAMILIES,Premium,156
156072, 4,MIDAGE SINGLES/COUPLES,Mainstream,156
156073, 2,RETIREES,Mainstream,156
156074, 5,MIDAGE SINGLES/COUPLES,Mainstream,156
156075, 10,OLDER SINGLES/COUPLES,Budget,156
156076,9,YOUNG SINGLES/COUPLES,Mainstream,156
156077, 10,RETIREES,Mainstream,156
156078,6,YOUNG SINGLES/COUPLES,Mainstream,156
156079, 10,YOUNG FAMILIES,Budget,156
156080, 10,YOUNG FAMILIES,Premium,156
156081, 14,OLDER FAMILIES,Mainstream,156
156082, 1,YOUNG FAMILIES,Premium,156
156083, 5,RETIREES,Budget,156
156084, 13,OLDER SINGLES/COUPLES,Premium,156
156085, 12,RETIREES,Premium,156
156086, 13,RETIREES,Mainstream,156
156087, 3,OLDER SINGLES/COUPLES,Mainstream,156
156088, 2,OLDER FAMILIES,Budget,156
156089, 8,MIDAGE SINGLES/COUPLES,Mainstream,156
156090, 2,RETIREES,Budget,156
156091, 6,YOUNG FAMILIES,Budget,156
156092, 8,RETIREES,Budget,156
156093, 12,OLDER FAMILIES,Mainstream,156
156094, 6,OLDER SINGLES/COUPLES,Mainstream,156
156095, 15,RETIREES,Budget,156
156096, 13,RETIREES,Mainstream,156
156097, 2,YOUNG FAMILIES,Premium,156
156098, 1,MIDAGE SINGLES/COUPLES,Premium,156
156099, 2,RETIREES,Mainstream,156
156100, 5,OLDER FAMILIES,Premium,156
156101, 12,OLDER SINGLES/COUPLES,Mainstream,156
156102, 3,OLDER SINGLES/COUPLES,Mainstream,156
156103, 10,OLDER FAMILIES,Mainstream,156
156104, 4,NEW FAMILIES,Premium,156
156105, 7,OLDER FAMILIES,Mainstream,156
156106, 1,OLDER SINGLES/COUPLES,Mainstream,156
156107, 8,OLDER SINGLES/COUPLES,Budget,156
156108, 3,YOUNG FAMILIES,Budget,156
156109, 3,MIDAGE SINGLES/COUPLES,Mainstream,156
156110,10,YOUNG SINGLES/COUPLES,Mainstream,156
156111, 15,OLDER SINGLES/COUPLES,Budget,156
156112, 13,OLDER FAMILIES,Budget,156
156113, 10,OLDER SINGLES/COUPLES,Budget,156
156114, 2,YOUNG FAMILIES,Mainstream,156
156115, 2,OLDER SINGLES/COUPLES,Mainstream,156
156116, 7,MIDAGE SINGLES/COUPLES,Mainstream,156
156117, 4,OLDER FAMILIES,Budget,156
156118, 2,YOUNG FAMILIES,Budget,156
156119, 1,YOUNG FAMILIES,Mainstream,156
156120, 10,YOUNG FAMILIES,Budget,156
156121, 10,YOUNG FAMILIES,Premium,156
156122, 12,OLDER FAMILIES,Budget,156
156123, 8,OLDER FAMILIES,Premium,156
156124, 7,YOUNG FAMILIES,Mainstream,156
156125, 15,MIDAGE SINGLES/COUPLES,Premium,156
156126, 1,OLDER SINGLES/COUPLES,Premium,156
156127, 6,RETIREES,Mainstream,156
156128, 1,YOUNG FAMILIES,Budget,156
156129, 3,OLDER SINGLES/COUPLES,Premium,156
156130, 8,OLDER SINGLES/COUPLES,Premium,156
156131, 9,OLDER FAMILIES,Budget,156
156132, 6,OLDER SINGLES/COUPLES,Budget,156
156133, 8,OLDER SINGLES/COUPLES,Premium,156
156134, 11,RETIREES,Mainstream,156
156135, 13,RETIREES,Mainstream,156
156136, 2,OLDER SINGLES/COUPLES,Premium,156
156137, 5,OLDER FAMILIES,Budget,156
156138, 2,OLDER FAMILIES,Budget,156
156139, 12,OLDER FAMILIES,Premium,156
156140, 6,YOUNG FAMILIES,Premium,156
156141, 13,RETIREES,Premium,156
156142, 15,OLDER FAMILIES,Premium,156
156143, 15,RETIREES,Budget,156
156144, 15,OLDER SINGLES/COUPLES,Premium,156
156145, 10,OLDER FAMILIES,Budget,156
156146, 2,RETIREES,Mainstream,156
156147, 4,YOUNG FAMILIES,Premium,156
156148, 1,RETIREES,Budget,156
156149, 2,OLDER SINGLES/COUPLES,Budget,156
156150, 15,OLDER SINGLES/COUPLES,Premium,156
156151, 4,OLDER SINGLES/COUPLES,Premium,156
156152, 5,YOUNG FAMILIES,Premium,156
156153, 5,OLDER SINGLES/COUPLES,Mainstream,156
156154, 15,NEW FAMILIES,Budget,156
156155, 6,OLDER FAMILIES,Budget,156
156156, 8,RETIREES,Budget,156
156157, 5,RETIREES,Mainstream,156
156158, 15,RETIREES,Mainstream,156
156159, 1,OLDER SINGLES/COUPLES,Mainstream,156
156160, 8,OLDER SINGLES/COUPLES,Budget,156
156161, 8,OLDER FAMILIES,Premium,156
156162, 8,YOUNG FAMILIES,Mainstream,156
156163, 5,OLDER FAMILIES,Budget,156
156164, 6,MIDAGE SINGLES/COUPLES,Premium,156
156165, 12,OLDER SINGLES/COUPLES,Mainstream,156
156166, 8,RETIREES,Mainstream,156
156167, 3,YOUNG FAMILIES,Mainstream,156
156168,1,YOUNG SINGLES/COUPLES,Budget,156
156169, 1,OLDER FAMILIES,Budget,156
156170, 12,OLDER FAMILIES,Premium,156
156171, 2,YOUNG FAMILIES,Premium,156
156172, 5,RETIREES,Budget,156
156173,2,YOUNG SINGLES/COUPLES,Budget,156
156174,6,YOUNG SINGLES/COUPLES,Mainstream,156
156175, 1,OLDER FAMILIES,Budget,156
156176,9,YOUNG SINGLES/COUPLES,Premium,156
156177, 11,RETIREES,Mainstream,156
156178, 7,OLDER SINGLES/COUPLES,Mainstream,156
156179, 3,NEW FAMILIES,Mainstream,156
156180, 10,OLDER SINGLES/COUPLES,Premium,156
156181, 2,RETIREES,Mainstream,156
156182, 15,OLDER SINGLES/COUPLES,Budget,156
156183, 14,OLDER FAMILIES,Budget,156
156184, 2,YOUNG FAMILIES,Mainstream,156
156185, 1,OLDER SINGLES/COUPLES,Budget,156
156186, 13,OLDER SINGLES/COUPLES,Premium,156
156187, 8,OLDER FAMILIES,Budget,156
156188, 8,YOUNG FAMILIES,Mainstream,156
156189,5,YOUNG SINGLES/COUPLES,Budget,156
156190, 15,OLDER SINGLES/COUPLES,Mainstream,156
156191, 4,OLDER SINGLES/COUPLES,Premium,156
156192, 3,RETIREES,Budget,156
156193, 8,YOUNG FAMILIES,Budget,156
156194, 10,OLDER SINGLES/COUPLES,Premium,156
156195, 15,OLDER FAMILIES,Mainstream,156
156196, 1,OLDER SINGLES/COUPLES,Mainstream,156
156197, 4,YOUNG FAMILIES,Mainstream,156
156198, 11,OLDER FAMILIES,Mainstream,156
156199, 13,OLDER FAMILIES,Mainstream,156
156200, 14,OLDER SINGLES/COUPLES,Mainstream,156
156201, 2,OLDER FAMILIES,Budget,156
156202, 2,OLDER SINGLES/COUPLES,Budget,156
156203, 9,YOUNG FAMILIES,Mainstream,156
156204, 1,OLDER FAMILIES,Mainstream,156
156205, 14,RETIREES,Mainstream,156
156206, 8,RETIREES,Mainstream,156
156207, 4,OLDER FAMILIES,Mainstream,156
156208, 9,YOUNG FAMILIES,Budget,156
156209, 4,OLDER FAMILIES,Budget,156
156210, 9,RETIREES,Mainstream,156
156211, 1,OLDER SINGLES/COUPLES,Premium,156
156212, 3,YOUNG FAMILIES,Mainstream,156
156213, 5,MIDAGE SINGLES/COUPLES,Mainstream,156
156214, 14,OLDER SINGLES/COUPLES,Budget,156
156215, 8,OLDER FAMILIES,Budget,156
156216, 10,OLDER FAMILIES,Mainstream,156
156217, 1,OLDER SINGLES/COUPLES,Mainstream,156
156218, 6,OLDER FAMILIES,Budget,156
156219, 11,OLDER SINGLES/COUPLES,Budget,156
156220, 9,YOUNG FAMILIES,Budget,156
156221, 8,YOUNG FAMILIES,Mainstream,156
156222, 4,OLDER FAMILIES,Budget,156
156223, 8,OLDER SINGLES/COUPLES,Mainstream,156
156224, 6,OLDER FAMILIES,Budget,156
156225, 1,OLDER FAMILIES,Budget,156
156226,2,YOUNG SINGLES/COUPLES,Premium,156
156227, 2,RETIREES,Mainstream,156
156228, 14,NEW FAMILIES,Budget,156
156229, 11,OLDER SINGLES/COUPLES,Budget,156
156230, 5,OLDER FAMILIES,Mainstream,156
156231,3,YOUNG SINGLES/COUPLES,Mainstream,156
156232, 2,YOUNG FAMILIES,Budget,156
156233, 9,RETIREES,Premium,156
156234, 9,YOUNG FAMILIES,Premium,156
156235, 5,RETIREES,Budget,156
156236, 7,MIDAGE SINGLES/COUPLES,Budget,156
156237,6,YOUNG SINGLES/COUPLES,Budget,156
156238,6,YOUNG SINGLES/COUPLES,Premium,156
156239, 12,OLDER SINGLES/COUPLES,Premium,156
156240, 9,YOUNG FAMILIES,Budget,156
156241, 12,NEW FAMILIES,Mainstream,156
156242, 5,OLDER SINGLES/COUPLES,Premium,156
156243, 9,YOUNG FAMILIES,Budget,156
156244, 3,MIDAGE SINGLES/COUPLES,Mainstream,156
156245,3,YOUNG SINGLES/COUPLES,Premium,156
156246, 12,RETIREES,Mainstream,156
156247, 8,NEW FAMILIES,Budget,156
156248, 10,YOUNG FAMILIES,Budget,156
156249, 9,YOUNG FAMILIES,Budget,156
156250,1,YOUNG SINGLES/COUPLES,Mainstream,156
156251, 11,OLDER FAMILIES,Mainstream,156
156252, 7,OLDER SINGLES/COUPLES,Mainstream,156
156253, 7,OLDER FAMILIES,Mainstream,156
156254, 11,RETIREES,Budget,156
156255, 4,OLDER SINGLES/COUPLES,Mainstream,156
156256, 14,OLDER FAMILIES,Budget,156
157000, 3,RETIREES,Mainstream,157
157001, 13,OLDER FAMILIES,Budget,157
157002, 4,OLDER SINGLES/COUPLES,Mainstream,157
157003, 5,OLDER SINGLES/COUPLES,Mainstream,157
157004, 10,RETIREES,Premium,157
157005,6,YOUNG SINGLES/COUPLES,Budget,157
157006, 12,OLDER FAMILIES,Premium,157
157007, 2,YOUNG FAMILIES,Budget,157
157008, 5,RETIREES,Mainstream,157
157009, 2,OLDER FAMILIES,Budget,157
157010, 12,OLDER FAMILIES,Mainstream,157
157011, 9,MIDAGE SINGLES/COUPLES,Budget,157
157012, 9,OLDER SINGLES/COUPLES,Premium,157
157013, 12,OLDER SINGLES/COUPLES,Premium,157
157014, 15,MIDAGE SINGLES/COUPLES,Mainstream,157
157015, 2,OLDER FAMILIES,Mainstream,157
157016, 6,OLDER SINGLES/COUPLES,Budget,157
157017, 13,OLDER SINGLES/COUPLES,Mainstream,157
157018,2,YOUNG SINGLES/COUPLES,Budget,157
157019, 8,OLDER FAMILIES,Mainstream,157
157020, 9,YOUNG FAMILIES,Mainstream,157
157021, 4,OLDER FAMILIES,Budget,157
157022, 1,YOUNG FAMILIES,Premium,157
157023, 1,OLDER FAMILIES,Mainstream,157
157024, 1,OLDER FAMILIES,Premium,157
157025, 1,RETIREES,Premium,157
157026, 14,OLDER SINGLES/COUPLES,Mainstream,157
157027,3,YOUNG SINGLES/COUPLES,Budget,157
157028,5,YOUNG SINGLES/COUPLES,Mainstream,157
157029, 13,RETIREES,Mainstream,157
157030, 5,OLDER FAMILIES,Budget,157
157031, 4,YOUNG FAMILIES,Premium,157
157032, 6,OLDER FAMILIES,Premium,157
157033, 9,YOUNG FAMILIES,Premium,157
157034, 15,RETIREES,Premium,157
157035, 13,MIDAGE SINGLES/COUPLES,Premium,157
157036, 6,OLDER SINGLES/COUPLES,Mainstream,157
157037, 9,YOUNG FAMILIES,Mainstream,157
157038, 4,OLDER FAMILIES,Budget,157
157039, 8,RETIREES,Budget,157
157040,10,YOUNG SINGLES/COUPLES,Mainstream,157
157041, 9,YOUNG FAMILIES,Mainstream,157
157042, 2,YOUNG FAMILIES,Budget,157
157043, 4,NEW FAMILIES,Premium,157
157044,9,YOUNG SINGLES/COUPLES,Premium,157
157045, 1,OLDER SINGLES/COUPLES,Budget,157
157046, 8,YOUNG FAMILIES,Premium,157
157047, 5,YOUNG FAMILIES,Budget,157
157048, 14,OLDER FAMILIES,Mainstream,157
157049, 13,MIDAGE SINGLES/COUPLES,Premium,157
157050, 11,OLDER SINGLES/COUPLES,Budget,157
157051, 14,OLDER SINGLES/COUPLES,Budget,157
157052, 8,OLDER SINGLES/COUPLES,Budget,157
157053, 7,YOUNG FAMILIES,Mainstream,157
157054, 12,RETIREES,Premium,157
157055, 7,YOUNG FAMILIES,Mainstream,157
157056, 8,OLDER SINGLES/COUPLES,Mainstream,157
157057, 10,OLDER FAMILIES,Budget,157
157058, 4,OLDER SINGLES/COUPLES,Premium,157
157059, 9,OLDER FAMILIES,Mainstream,157
157060,10,YOUNG SINGLES/COUPLES,Mainstream,157
157061, 3,RETIREES,Budget,157
157062, 11,OLDER SINGLES/COUPLES,Budget,157
157063, 15,OLDER FAMILIES,Budget,157
157064,5,YOUNG SINGLES/COUPLES,Mainstream,157
157065, 14,NEW FAMILIES,Budget,157
157066,10,YOUNG SINGLES/COUPLES,Premium,157
157067, 15,MIDAGE SINGLES/COUPLES,Premium,157
157068, 4,OLDER SINGLES/COUPLES,Premium,157
157069, 2,OLDER SINGLES/COUPLES,Premium,157
157070, 6,YOUNG FAMILIES,Budget,157
157071, 8,RETIREES,Budget,157
157072, 3,OLDER FAMILIES,Premium,157
157073, 9,YOUNG FAMILIES,Mainstream,157
157074, 9,OLDER FAMILIES,Mainstream,157
157075, 11,OLDER SINGLES/COUPLES,Premium,157
157076, 2,YOUNG FAMILIES,Budget,157
157077, 5,OLDER SINGLES/COUPLES,Mainstream,157
157078, 6,OLDER FAMILIES,Mainstream,157
157079, 14,MIDAGE SINGLES/COUPLES,Premium,157
157080, 8,RETIREES,Budget,157
157081, 10,OLDER SINGLES/COUPLES,Mainstream,157
157082, 3,OLDER SINGLES/COUPLES,Budget,157
157083, 10,MIDAGE SINGLES/COUPLES,Premium,157
157084, 6,YOUNG FAMILIES,Mainstream,157
157085, 5,NEW FAMILIES,Budget,157
157086, 5,OLDER SINGLES/COUPLES,Premium,157
157087, 8,OLDER SINGLES/COUPLES,Budget,157
157088, 2,OLDER FAMILIES,Budget,157
157089, 14,OLDER SINGLES/COUPLES,Budget,157
157090, 8,OLDER FAMILIES,Budget,157
157091, 5,OLDER FAMILIES,Premium,157
157092, 10,RETIREES,Premium,157
157093, 3,MIDAGE SINGLES/COUPLES,Budget,157
157094, 7,OLDER SINGLES/COUPLES,Premium,157
157095,3,YOUNG SINGLES/COUPLES,Mainstream,157
157096, 5,OLDER SINGLES/COUPLES,Premium,157
157097, 10,OLDER FAMILIES,Premium,157
157098,5,YOUNG SINGLES/COUPLES,Mainstream,157
157099, 5,OLDER SINGLES/COUPLES,Budget,157
157100, 11,MIDAGE SINGLES/COUPLES,Premium,157
157101,10,YOUNG SINGLES/COUPLES,Budget,157
157102, 7,YOUNG FAMILIES,Premium,157
157103, 6,OLDER SINGLES/COUPLES,Budget,157
157104, 4,YOUNG FAMILIES,Mainstream,157
157105, 12,OLDER FAMILIES,Mainstream,157
157106, 8,OLDER SINGLES/COUPLES,Budget,157
157107, 11,OLDER SINGLES/COUPLES,Premium,157
157108, 12,OLDER SINGLES/COUPLES,Premium,157
157109, 9,OLDER SINGLES/COUPLES,Budget,157
157110, 4,RETIREES,Budget,157
157111, 7,OLDER FAMILIES,Budget,157
157112, 1,MIDAGE SINGLES/COUPLES,Mainstream,157
157113, 8,OLDER FAMILIES,Premium,157
157114, 4,OLDER FAMILIES,Mainstream,157
157115, 9,NEW FAMILIES,Premium,157
157116, 6,YOUNG FAMILIES,Mainstream,157
157117, 3,MIDAGE SINGLES/COUPLES,Premium,157
157118, 9,YOUNG FAMILIES,Budget,157
157119, 3,MIDAGE SINGLES/COUPLES,Mainstream,157
157120, 7,OLDER SINGLES/COUPLES,Budget,157
157121, 2,MIDAGE SINGLES/COUPLES,Mainstream,157
157122,3,YOUNG SINGLES/COUPLES,Budget,157
157123, 12,MIDAGE SINGLES/COUPLES,Budget,157
157124, 5,YOUNG FAMILIES,Mainstream,157
157125, 1,OLDER FAMILIES,Mainstream,157
157126, 10,OLDER FAMILIES,Budget,157
157127, 7,RETIREES,Premium,157
157128, 6,OLDER FAMILIES,Premium,157
157129,4,YOUNG SINGLES/COUPLES,Premium,157
157130,4,YOUNG SINGLES/COUPLES,Mainstream,157
157131, 6,RETIREES,Mainstream,157
157132, 6,OLDER SINGLES/COUPLES,Mainstream,157
157133, 10,YOUNG FAMILIES,Budget,157
157134, 11,RETIREES,Budget,157
157135, 12,RETIREES,Budget,157
157136, 6,OLDER SINGLES/COUPLES,Budget,157
157137, 7,OLDER FAMILIES,Premium,157
157138, 9,RETIREES,Premium,157
157139, 15,OLDER SINGLES/COUPLES,Mainstream,157
157140, 4,MIDAGE SINGLES/COUPLES,Premium,157
157141, 2,OLDER SINGLES/COUPLES,Premium,157
157142,8,YOUNG SINGLES/COUPLES,Budget,157
157143,7,YOUNG SINGLES/COUPLES,Budget,157
157144, 9,YOUNG FAMILIES,Budget,157
157145, 1,YOUNG FAMILIES,Mainstream,157
157146, 9,OLDER FAMILIES,Premium,157
157147, 12,OLDER FAMILIES,Budget,157
157148, 14,MIDAGE SINGLES/COUPLES,Premium,157
157149, 1,OLDER FAMILIES,Budget,157
157150, 2,RETIREES,Premium,157
157151, 12,MIDAGE SINGLES/COUPLES,Mainstream,157
157152, 3,OLDER SINGLES/COUPLES,Mainstream,157
157153, 6,RETIREES,Mainstream,157
157154, 11,MIDAGE SINGLES/COUPLES,Mainstream,157
157155, 14,MIDAGE SINGLES/COUPLES,Premium,157
157156, 4,RETIREES,Budget,157
157157, 3,RETIREES,Premium,157
157158, 13,MIDAGE SINGLES/COUPLES,Mainstream,157
157159, 1,RETIREES,Budget,157
157160, 1,OLDER SINGLES/COUPLES,Mainstream,157
157161, 7,OLDER FAMILIES,Budget,157
157162, 15,OLDER SINGLES/COUPLES,Budget,157
157163, 10,YOUNG FAMILIES,Budget,157
157164, 7,MIDAGE SINGLES/COUPLES,Budget,157
157165, 7,YOUNG FAMILIES,Premium,157
157166, 3,RETIREES,Budget,157
157167, 2,YOUNG FAMILIES,Budget,157
157168, 6,YOUNG FAMILIES,Mainstream,157
157169, 7,YOUNG FAMILIES,Premium,157
157170, 14,OLDER SINGLES/COUPLES,Premium,157
157171, 2,YOUNG FAMILIES,Mainstream,157
157172, 2,OLDER SINGLES/COUPLES,Mainstream,157
157173,7,YOUNG SINGLES/COUPLES,Mainstream,157
157174, 7,MIDAGE SINGLES/COUPLES,Premium,157
157175, 10,RETIREES,Mainstream,157
157176, 3,MIDAGE SINGLES/COUPLES,Mainstream,157
157177,1,YOUNG SINGLES/COUPLES,Mainstream,157
157178, 13,RETIREES,Budget,157
157179, 8,RETIREES,Premium,157
157180, 1,NEW FAMILIES,Premium,157
157181, 3,RETIREES,Mainstream,157
157182, 2,OLDER SINGLES/COUPLES,Mainstream,157
